Animal,DOB,Date,Sex,BW,Genotype,pain,trial,data,Housing
HWM3,8.14.19,M,24.2,FLD,no,2,eading: 1.92,normal
HWM3,8.14.19,M,24.2,FLD,no,2,1.66,normal
HWM3,8.14.19,M,24.2,FLD,no,2,1.38,normal
HWM3,8.14.19,M,24.2,FLD,no,2,1.29,normal
HWM3,8.14.19,M,24.2,FLD,no,2,1.15,normal
HWM3,8.14.19,M,24.2,FLD,no,2,0.93,normal
HWM3,8.14.19,M,24.2,FLD,no,2,1.02,normal
HWM3,8.14.19,M,24.2,FLD,no,2,1.05,normal
HWM3,8.14.19,M,24.2,FLD,no,2,1.01,normal
HWM3,8.14.19,M,24.2,FLD,no,2,0.89,normal
HWM3,8.14.19,M,24.2,FLD,no,2,0.64,normal
HWM3,8.14.19,M,24.2,FLD,no,2,0.42,normal
HWM3,8.14.19,M,24.2,FLD,no,2,1.31,normal
HWM3,8.14.19,M,24.2,FLD,no,2,6.89,normal
HWM3,8.14.19,M,24.2,FLD,no,2,1.35,normal
HWM3,8.14.19,M,24.2,FLD,no,2,-7.81,normal
HWM3,8.14.19,M,24.2,FLD,no,2,-15.02,normal
HWM3,8.14.19,M,24.2,FLD,no,2,-5.45,normal
HWM3,8.14.19,M,24.2,FLD,no,2,3.28,normal
HWM3,8.14.19,M,24.2,FLD,no,2,3.31,normal
HWM3,8.14.19,M,24.2,FLD,no,2,3.11,normal
HWM3,8.14.19,M,24.2,FLD,no,2,2.61,normal
HWM3,8.14.19,M,24.2,FLD,no,2,2.27,normal
HWM3,8.14.19,M,24.2,FLD,no,2,2.11,normal
HWM3,8.14.19,M,24.2,FLD,no,3,0.27,normal
HWM3,8.14.19,M,24.2,FLD,no,3,0.16,normal
HWM3,8.14.19,M,24.2,FLD,no,3,0.03,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-0.03,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-0.10,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-0.38,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-0.51,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-0.55,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-0.74,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-1.10,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-4.86,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-11.77,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-13.19,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-11.83,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-10.95,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-12.37,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-12.59,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-16.75,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-20.46,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-8.49,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-1.52,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-1.08,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-0.46,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-0.15,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-0.23,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-0.29,normal
HWM3,8.14.19,M,24.2,FLD,no,3,-0.33,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,0.46,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,0.49,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,0.45,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,0.47,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,0.21,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,0.02,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,0.07,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,0.11,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,0.06,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,-0.08,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,-0.28,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,-0.42,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,-0.54,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,-1.31,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,-1.45,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,-1.82,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,-18.44,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,-75.93,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,-72.61,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,-4.11,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,2.14,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,1.66,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,1,1.39,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-1.71,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-2.02,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-2.06,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-2.21,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-2.52,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-2.78,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-2.91,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-3.06,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-3.26,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-3.29,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-3.62,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-4.07,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-8.27,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-26.84,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-57.91,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-115.49,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-153.42,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-60.68,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-6.80,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-2.64,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-1.48,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-0.67,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,-0.13,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,0.30,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,2,0.71,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-0.57,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-0.62,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-0.67,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-0.57,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-0.57,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-0.53,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-0.57,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-0.87,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-1.17,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-1.38,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-1.47,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-1.55,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-1.69,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-1.85,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-2.20,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-7.12,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-23.09,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-37.77,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-78.77,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-77.09,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,-8.10,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,2.14,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,2.36,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,2.33,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,2.12,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,1.94,normal
HWM4,8.14.19,M,35.9,C57BL/6,no,3,1.79,normal
HWM5,8.14.19,M,19,FLD,no,1,0.00,normal
HWM5,8.14.19,M,19,FLD,no,1,0.19,normal
HWM5,8.14.19,M,19,FLD,no,1,-0.04,normal
HWM5,8.14.19,M,19,FLD,no,1,0.16,normal
HWM5,8.14.19,M,19,FLD,no,1,0.36,normal
HWM5,8.14.19,M,19,FLD,no,1,0.18,normal
HWM5,8.14.19,M,19,FLD,no,1,0.06,normal
HWM5,8.14.19,M,19,FLD,no,1,0.06,normal
HWM5,8.14.19,M,19,FLD,no,1,-0.03,normal
HWM5,8.14.19,M,19,FLD,no,1,-0.17,normal
HWM5,8.14.19,M,19,FLD,no,1,-0.27,normal
HWM5,8.14.19,M,19,FLD,no,1,-0.61,normal
HWM5,8.14.19,M,19,FLD,no,1,-2.95,normal
HWM5,8.14.19,M,19,FLD,no,1,-6.05,normal
HWM5,8.14.19,M,19,FLD,no,1,-9.23,normal
HWM5,8.14.19,M,19,FLD,no,1,-20.19,normal
HWM5,8.14.19,M,19,FLD,no,1,-33.94,normal
HWM5,8.14.19,M,19,FLD,no,1,-11.53,normal
HWM5,8.14.19,M,19,FLD,no,1,-0.37,normal
HWM5,8.14.19,M,19,FLD,no,1,-0.23,normal
HWM5,8.14.19,M,19,FLD,no,1,-0.34,normal
HWM5,8.14.19,M,19,FLD,no,1,-0.35,normal
HWM5,8.14.19,M,19,FLD,no,1,-0.25,normal
HWM5,8.14.19,M,19,FLD,no,2,3.59,normal
HWM5,8.14.19,M,19,FLD,no,2,3.79,normal
HWM5,8.14.19,M,19,FLD,no,2,3.58,normal
HWM5,8.14.19,M,19,FLD,no,2,3.33,normal
HWM5,8.14.19,M,19,FLD,no,2,3.31,normal
HWM5,8.14.19,M,19,FLD,no,2,3.26,normal
HWM5,8.14.19,M,19,FLD,no,2,3.15,normal
HWM5,8.14.19,M,19,FLD,no,2,3.07,normal
HWM5,8.14.19,M,19,FLD,no,2,2.97,normal
HWM5,8.14.19,M,19,FLD,no,2,0.59,normal
HWM5,8.14.19,M,19,FLD,no,2,-5.59,normal
HWM5,8.14.19,M,19,FLD,no,2,-5.92,normal
HWM5,8.14.19,M,19,FLD,no,2,-9.95,normal
HWM5,8.14.19,M,19,FLD,no,2,-11.18,normal
HWM5,8.14.19,M,19,FLD,no,2,-6.81,normal
HWM5,8.14.19,M,19,FLD,no,2,-5.75,normal
HWM5,8.14.19,M,19,FLD,no,2,-2.00,normal
HWM5,8.14.19,M,19,FLD,no,2,-5.33,normal
HWM5,8.14.19,M,19,FLD,no,2,-19.15,normal
HWM5,8.14.19,M,19,FLD,no,2,-38.05,normal
HWM5,8.14.19,M,19,FLD,no,2,-8.76,normal
HWM5,8.14.19,M,19,FLD,no,2,4.87,normal
HWM5,8.14.19,M,19,FLD,no,2,4.04,normal
HWM5,8.14.19,M,19,FLD,no,2,4.11,normal
HWM5,8.14.19,M,19,FLD,no,2,4.14,normal
HWM5,8.14.19,M,19,FLD,no,3,-0.25,normal
HWM5,8.14.19,M,19,FLD,no,3,-0.01,normal
HWM5,8.14.19,M,19,FLD,no,3,0.06,normal
HWM5,8.14.19,M,19,FLD,no,3,0.11,normal
HWM5,8.14.19,M,19,FLD,no,3,-0.05,normal
HWM5,8.14.19,M,19,FLD,no,3,-0.24,normal
HWM5,8.14.19,M,19,FLD,no,3,-0.26,normal
HWM5,8.14.19,M,19,FLD,no,3,-0.16,normal
HWM5,8.14.19,M,19,FLD,no,3,-0.15,normal
HWM5,8.14.19,M,19,FLD,no,3,-0.20,normal
HWM5,8.14.19,M,19,FLD,no,3,-0.27,normal
HWM5,8.14.19,M,19,FLD,no,3,-1.30,normal
HWM5,8.14.19,M,19,FLD,no,3,-6.52,normal
HWM5,8.14.19,M,19,FLD,no,3,-10.75,normal
HWM5,8.14.19,M,19,FLD,no,3,-14.62,normal
HWM5,8.14.19,M,19,FLD,no,3,-23.86,normal
HWM5,8.14.19,M,19,FLD,no,3,-17.33,normal
HWM5,8.14.19,M,19,FLD,no,3,-1.23,normal
HWM5,8.14.19,M,19,FLD,no,3,1.71,normal
HWM5,8.14.19,M,19,FLD,no,3,1.42,normal
HWM5,8.14.19,M,19,FLD,no,3,1.33,normal
HWM5,8.14.19,M,19,FLD,no,3,1.21,normal
HWM5,8.14.19,M,19,FLD,no,3,1.08,normal
HWM5,8.14.19,M,19,FLD,no,3,0.94,normal
HWM5,8.14.19,M,19,FLD,no,3,0.90,normal
HWM5,8.14.19,M,19,FLD,no,3,0.92,normal
HWM5,8.14.19,M,19,FLD,no,3,0.92,normal
HWM5,8.14.19,M,19,FLD,no,3,0.89,normal
HWM5,8.14.19,M,19,FLD,no,3,0.91,normal
HWM5,8.14.19,M,19,FLD,no,3,0.85,normal
HWM5,8.14.19,M,19,FLD,no,3,0.81,normal
HWM5,8.14.19,M,19,FLD,no,3,0.81,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-0.53,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-0.42,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-0.64,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-0.70,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-0.73,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-0.99,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-1.15,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-1.24,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-1.17,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-1.04,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-1.21,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-3.81,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-15.06,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-25.25,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-50.79,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-76.21,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,-16.96,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,2.59,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,2.92,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,2.94,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,2.51,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,1,2.19,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,4.11,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,3.69,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,3.55,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,3.27,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,2.57,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,1.96,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,1.66,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,1.54,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,1.32,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,-1.55,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,-12.03,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,-36.65,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,-78.49,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,-121.19,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,-45.23,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,3.30,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,4.41,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,3.84,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,3.26,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,2.73,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,2.34,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,2.09,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,2,1.84,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,5.30,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,4.77,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,4.17,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,4.15,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,3.98,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,3.70,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,3.31,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,3.13,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,2.88,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,2.66,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,2.70,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,-0.12,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,-18.32,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,-46.30,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,-104.83,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,-96.46,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,-12.86,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,0.98,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,1.92,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,1.93,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,1.93,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,1.94,normal
HWM6,8.14.19,M,28.8,C57BL/6,no,3,1.95,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-0.25,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-0.29,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-0.35,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-0.39,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-0.40,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-0.53,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-0.62,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-0.61,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-0.81,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-3.37,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-6.68,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-3.86,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-11.76,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-31.02,normal
HWM7,8.14.19,M,19.5,FLD,no,1,-12.51,normal
HWM7,8.14.19,M,19.5,FLD,no,1,1.41,normal
HWM7,8.14.19,M,19.5,FLD,no,1,1.37,normal
HWM7,8.14.19,M,19.5,FLD,no,1,1.55,normal
HWM7,8.14.19,M,19.5,FLD,no,1,1.57,normal
HWM7,8.14.19,M,19.5,FLD,no,1,1.37,normal
HWM7,8.14.19,M,19.5,FLD,no,1,1.49,normal
HWM7,8.14.19,M,19.5,FLD,no,2,0.43,normal
HWM7,8.14.19,M,19.5,FLD,no,2,0.26,normal
HWM7,8.14.19,M,19.5,FLD,no,2,0.08,normal
HWM7,8.14.19,M,19.5,FLD,no,2,-0.01,normal
HWM7,8.14.19,M,19.5,FLD,no,2,0.01,normal
HWM7,8.14.19,M,19.5,FLD,no,2,0.01,normal
HWM7,8.14.19,M,19.5,FLD,no,2,-0.16,normal
HWM7,8.14.19,M,19.5,FLD,no,2,-0.47,normal
HWM7,8.14.19,M,19.5,FLD,no,2,-1.49,normal
HWM7,8.14.19,M,19.5,FLD,no,2,-0.86,normal
HWM7,8.14.19,M,19.5,FLD,no,2,-4.29,normal
HWM7,8.14.19,M,19.5,FLD,no,2,-7.27,normal
HWM7,8.14.19,M,19.5,FLD,no,2,-13.01,normal
HWM7,8.14.19,M,19.5,FLD,no,2,-17.80,normal
HWM7,8.14.19,M,19.5,FLD,no,2,-5.34,normal
HWM7,8.14.19,M,19.5,FLD,no,2,-0.09,normal
HWM7,8.14.19,M,19.5,FLD,no,2,0.43,normal
HWM7,8.14.19,M,19.5,FLD,no,2,0.66,normal
HWM7,8.14.19,M,19.5,FLD,no,2,0.67,normal
HWM7,8.14.19,M,19.5,FLD,no,2,0.64,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.06,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.33,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.34,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.14,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.09,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.13,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.18,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.22,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.49,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.69,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-1.45,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-2.84,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-4.27,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-4.12,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-5.46,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-11.36,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-32.06,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-38.16,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-7.28,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-1.20,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-1.12,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-1.00,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.86,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.86,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-1.08,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.95,normal
HWM7,8.14.19,M,19.5,FLD,no,3,-0.88,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-2.11,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-1.86,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-1.69,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-1.67,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-1.75,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-1.96,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-2.08,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-2.01,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-2.05,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-2.23,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-2.24,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-2.12,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-3.94,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-19.88,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-37.18,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-81.53,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-112.91,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,-28.20,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,2.32,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,3.81,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,4.48,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,4.40,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,1,4.24,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-0.74,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-0.96,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-1.10,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-1.26,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-1.49,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-1.77,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-1.99,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-2.11,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-2.28,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-6.54,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-20.31,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-43.77,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-97.39,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-65.56,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,-0.72,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,4.79,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,4.66,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,3.97,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,3.49,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,3.19,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,2.96,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,2.75,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,2,2.59,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-5.80,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-5.54,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-4.80,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-4.12,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-3.67,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-3.38,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-3.31,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-3.32,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-3.67,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-3.79,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-3.82,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-3.97,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-4.38,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-4.98,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-10.99,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-21.23,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-46.69,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-99.87,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-57.78,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-6.33,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-3.43,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-3.08,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-2.99,normal
HWM8,8.14.19,M,34.2,C57BL/6,no,3,-3.15,normal
