Animal,Date,Sex,BW,Genotype,pain,trial,data,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.52 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.60 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.75 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -2.07 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -4.39 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -15.80 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -43.83 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -66.69 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -78.63 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -62.44 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -6.68 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: 1.81 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: 1.14 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: 0.66 gra,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -3.35 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -3.33 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -3.48 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -8.87 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -26.75 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -45.93 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -75.75 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -100.27 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -99.19 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -83.29 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -58.56 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -61.42 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -29.61 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -1.88 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -0.78 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -0.97 grams,,,,,,,,,,,,,,,,
DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -1.12 grams,,,,,,,,,,,,,,,,
