Animal,DOB,Date,Sex,BW,Genotype,pain,trial,data,,Housing,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: -17.64 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 4.63 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 5.41 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 4.29 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,6,Reading: 3.54 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 1.06 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 0.91 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 0.77 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 0.63 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 0.54 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 1.27 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -1.10 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -8.34 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -18.44 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -23.58 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -28.11 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -40.04 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -40.95 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: -5.86 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 3.94 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 3.27 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 2.74 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,7,Reading: 2.34 gram,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -0.36 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -0.45 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -0.47 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -0.47 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -0.74 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -7.30 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -20.85 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -36.01 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -45.76 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -36.72 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -12.25 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: -2.04 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: 2.83 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: 2.69 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,8,Reading: 2.20 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.41 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.49 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.52 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.52 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.60 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -1.75 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -2.07 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -4.39 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -15.80 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -43.83 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -66.69 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -78.63 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -62.44 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: -6.68 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: 1.81 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: 1.14 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,9,Reading: 0.66 gra,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -3.35 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -3.33 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -3.48 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -8.87 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -26.75 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -45.93 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -75.75 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -100.27 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -99.19 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -83.29 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -58.56 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -61.42 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -29.61 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -1.88 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -0.78 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -0.97 grams,,normal,,,,,,,,,,,,,
LVM3,DOB 11.1.18,11.7.19,M,34.2,C57BL/6,no,10,Reading: -1.12 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -1.41 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -1.36 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -1.05 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -1.80 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -1.30 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -1.00 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -2.06 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -2.58 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -0.92 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -0.68 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -1.92 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -3.78 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -8.41 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -20.94 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -50.69 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -79.44 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -26.66 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -0.63 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -0.34 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -0.57 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -0.70 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -0.83 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -1.02 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,1,Reading: -1.09 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,eading: 3.97 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 3.53 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 3.22 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 3.01 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 2.77 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 2.56 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 2.46 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 2.29 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 2.12 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 2.13 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 1.78 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: -4.35 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: -18.40 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: -27.91 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: -69.91 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: -83.31 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: -6.80 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 8.33 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 8.22 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 7.74 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 7.26 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,2,Reading: 6.99 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -1.16 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -1.29 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -1.51 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -1.48 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -1.51 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -1.76 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -1.84 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -1.57 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -2.06 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -3.90 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -3.90 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -4.84 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -6.40 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -11.11 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -69.16 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: -51.69 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: 0.34 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: 2.26 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: 1.80 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: 1.46 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: 1.04 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: 0.68 grams,,normal,,,,,,,,,,,,,
HWM1,,8.14.19,M,32.6,C57BL/6,no,3,Reading: 0.37 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -0.28 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -0.47 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -0.46 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -0.31 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -0.34 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -0.43 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -0.86 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -1.48 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -2.56 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -3.34 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -3.73 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -4.07 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -4.16 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -4.77 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -4.76 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -15.19 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -27.63 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -38.83 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: -18.69 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: 0.50 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: 1.21 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: 1.20 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: 0.71 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,1,Reading: 0.59 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: 0.69 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: 0.45 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: 0.23 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: 0.20 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -0.05 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -0.28 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -0.24 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -0.48 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -0.71 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -1.88 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -4.67 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -5.64 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -10.91 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -13.14 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -15.99 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -27.19 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -22.25 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: -2.08 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: 0.78 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: 1.10 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: 0.98 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: 0.77 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: 0.65 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: 0.59 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,2,Reading: 0.51 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 0.42 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 0.45 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 0.73 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 0.81 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 0.66 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 0.51 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 0.52 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 0.45 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 0.26 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: -0.12 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: -1.39 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: -2.50 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: -9.33 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: -34.18 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: -23.39 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 1.38 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 3.11 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 3.16 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 2.76 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 2.45 grams,,normal,,,,,,,,,,,,,
HWM2,,8.14.19,M,21.2,FLD,no,3,Reading: 2.27 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -0.08 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -0.18 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: 0.05 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -0.21 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -0.46 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -0.56 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -0.70 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -0.66 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -0.62 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -0.61 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -0.55 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -2.80 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -3.59 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -9.97 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -28.64 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -35.98 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: -8.61 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: 2.05 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: 1.82 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: 1.60 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: 1.45 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: 1.35 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: 1.31 grams,,normal,,,,,,,,,,,,,
